reference,subtype,gene,donors,effect,positive_fraction,p,loo_min,q
all,HRGC11,SHROOM3,10,1.9994077365340595,1.0,0.005062032126267864,1.7926206188818332,0.012305492461645636
all,HRGC11,CTXN3,10,-0.15670371856346138,0.1,0.07446183141740548,-0.27841426419222925,0.11336749419951007
all,HRGC11,DDX60,10,0.4455091804774038,0.7,0.1688069535565081,0.2797567492349773,0.2274886969827368
all,HRGC11,KBTBD11,10,1.7973536262675065,0.9,0.0069104298078148,1.6945743291853104,0.016087773097558267
all,HRGC11,MAN1A1,10,-0.09356553481990168,0.7,0.3862707203664827,-0.3954228042833859,0.46100409795315045
all,HRGC11,RASGRP1,10,0.15618831667707492,0.6,0.20262160771231197,0.0723046846401071,0.270162143616416
all,HRGC12,ENPP2,8,-0.4188616824235273,0.25,0.32698934959801507,-0.5922841140652254,0.40132584051081344
all,HRGC12,GDF6,8,-0.06255510026888715,0.0,0.011718685599768632,-0.06762839621435722,0.023122070241695956
all,HRGC12,GNAI1,8,0.317309783549802,0.75,0.12348527214454895,0.2109809315322298,0.17409782220613645
all,HRGC12,CHRNB2,8,-0.5625692810988036,0.5,0.6744240722352938,-0.8419764558960706,0.7211338803973979
all,HRGC12,GLDN,8,-1.604656911581799,0.125,0.025061844343883612,-2.0147534507197085,0.04410884604523516
all,HRGC12,DLGAP1,8,-0.46978031197380066,0.0,0.011718685599768632,-0.5108855522428042,0.023122070241695956
all,HRGC12,DTX3L,8,-0.12036954610971494,0.5,0.6744240722352938,-0.3395221416614163,0.7211338803973979
all,HRGC12,LPAR1,8,-1.1817714568924986,0.25,0.04994997645474642,-1.5150209353944064,0.08035828021970173
all,HRGC12,PDLIM5,8,-3.7504802144568763,0.0,0.011718685599768632,-3.9657241715031204,0.023122070241695956
all,HRGC12,KIAA1217,8,-2.181716995579913,0.125,0.017290280592906247,-2.559576328281544,0.031898211576011526
all,HRGC12,FGF18,8,1.2882917948207508,0.75,0.03569190011680441,0.9510224371414192,0.059826423052929296
all,HRGC12,MAN1A2,8,0.1263246311880657,0.75,0.16142946236708322,0.06981912410814152,0.21821494144859177
all,HRGC12,IGF1,8,-0.025103534814100992,0.125,0.16142946236708322,-0.40672428410990624,0.21821494144859177
all,HRGC12,IGFBP5,8,1.5355689404385116,0.75,0.03569190011680441,1.3516426927653402,0.059826423052929296
all,HRGC12,IL1RAPL2,8,-5.493003903875602,0.0,0.011718685599768632,-5.9847016936053175,0.023122070241695956
all,HRGC12,IRX1,8,-2.9359787399332653,0.0,0.011718685599768632,-3.268910151857928,0.023122070241695956
all,HRGC12,SLC16A2,8,0.6322454518760653,0.75,0.16142946236708322,0.4271032520631857,0.21821494144859177
all,HRGC12,OPN4,8,-0.29417523563311204,0.5,0.5754030229127536,-0.40378268045687266,0.6337354945722443
all,HRGC12,OSTF1,8,-0.29096571066168886,0.25,0.12348527214454895,-0.37450699118509956,0.17409782220613645
all,HRGC12,KSR1,8,-0.10652624765109586,0.375,0.40081416938293446,-0.17239500007141828,0.46532515706725897
all,HRGC12,SLC7A8,8,0.3902284858575672,0.75,0.03569190011680441,0.3142391129588796,0.059826423052929296
all,HRGC12,KCNC4,8,-0.1253399761335381,0.5,0.4838398513935682,-0.2514507442731752,0.5479782100725097
all,HRGC12,PLEKHA2,8,2.289133755396438,1.0,0.011718685599768632,2.1849384666178,0.023122070241695956
all,HRGC12,TMEM200A,8,-1.9805758867109697,0.0,0.011718685599768632,-2.24491681893534,0.023122070241695956
all,HRGC12,SRPX2,8,-0.03926983189884771,0.0,0.011718685599768632,-0.042939183137407175,0.023122070241695956
all,HRGC12,TGFBR3,8,-0.3663820668198137,0.25,0.40081416938293446,-0.6607136671974292,0.46532515706725897
all,HRGC12,SLC44A5,8,0.169320030490389,0.625,0.6744240722352938,-0.15581329090625254,0.7211338803973979
all,HRGC12,SDK1,8,1.5812427640913622,1.0,0.011718685599768632,1.4424447202096375,0.023122070241695956
all,HRGC12,CAV2,8,0.18962094330069695,0.625,0.40081416938293446,0.03457321698284309,0.46532515706725897
all,HRGC12,TMEM144,8,0.23521763865607864,0.5,0.40081416938293446,0.10465650155555073,0.46532515706725897
all,HRGC12,RBMS3,8,1.0307831240392504,1.0,0.011718685599768632,0.927825085048326,0.023122070241695956
all,HRGC12,VAT1L,8,-2.17165089132713,0.0,0.011718685599768632,-2.3500553809292413,0.023122070241695956
all,HRGC12,HFE,8,-0.08832654025520639,0.0,0.011718685599768632,-0.09846257645974353,0.023122070241695956
all,HRGC12,BRINP1,8,-0.14507175581638432,0.25,0.20757844233562428,-0.20726033116253223,0.27427782170472875
all,HRGC12,PARM1,8,0.5459131790904658,0.875,0.025061844343883612,0.4659073946017501,0.04410884604523516
all,HRGC12,VEGFC,8,0.05090664787767166,0.125,0.16142946236708322,-0.17658602994201417,0.21821494144859177
all,HRGC12,ITGA7,8,-0.05625962884311575,0.625,1.0,-0.1752021827626069,1.0
all,HRGC12,PTPRT,8,0.7917974983038929,0.75,0.2626182904425206,0.3576463536746048,0.33062102373307317
all,HRGC12,SHROOM3,8,-0.731567683628228,0.25,0.12348527214454895,-1.022998301698705,0.17409782220613645
all,HRGC12,CTXN3,8,-0.24140832655134237,0.0,0.011718685599768632,-0.2637735559048941,0.023122070241695956
all,HRGC12,DDX60,8,1.3387443482210557,0.875,0.017290280592906247,1.1526735279923987,0.031898211576011526
all,HRGC12,KBTBD11,8,-0.14769041240772676,0.25,0.5754030229127536,-0.42809610337247955,0.6337354945722443
all,HRGC12,MAN1A1,8,1.3401030560732405,0.875,0.0687035743228782,0.9805537494726169,0.1055133427646297
all,HRGC12,RASGRP1,8,0.26057806226947855,0.75,0.16142946236708322,0.11742256941244276,0.21821494144859177
all,HRGC7,ENPP2,36,1.370488687404359,0.8888888888888888,1.4131109819913214e-06,1.3323384353460412,8.074919897093265e-06
all,HRGC7,GDF6,36,-0.02791180393404881,0.027777777777777776,0.0003182171803150673,-0.03632805780218041,0.0012728687212602695
all,HRGC7,GNAI1,36,-0.06875809018468435,0.3055555555555556,0.2579871672986084,-0.09612472641518714,0.32713070205010863
all,HRGC7,CHRNB2,36,-0.23610283197142762,0.3055555555555556,0.024664820843721597,-0.27077777871158415,0.043937332677074906
all,HRGC7,GLDN,36,-1.9899496835108015,0.0,1.680295787277147e-07,-2.0220484823523677,1.8716997688066983e-06
all,HRGC7,DLGAP1,36,-0.3581020853522736,0.1111111111111111,3.884841524874758e-07,-0.36981580983275375,2.670828548351396e-06
all,HRGC7,DTX3L,36,0.380874420864435,0.6944444444444444,0.0038432886698952663,0.3439845797052082,0.00974666867293324
all,HRGC7,LPAR1,36,-1.2378870702969917,0.027777777777777776,1.990738731181765e-07,-1.2794552454473502,1.9251099818021462e-06
all,HRGC7,PDLIM5,36,0.23585933736378412,0.8333333333333334,6.5153863633941635e-06,0.21749899075948306,3.352947368296411e-05
all,HRGC7,KIAA1217,36,2.856384975208124,0.9722222222222222,1.829161137697455e-07,2.797365459830002,1.8716997688066983e-06
all,HRGC7,FGF18,36,0.05006294348774342,0.6111111111111112,0.6829250190202224,0.01750345698196542,0.7284533536215706
all,HRGC7,MAN1A2,36,0.06916191628535501,0.6388888888888888,0.04601638154088445,0.05833722486211115,0.07611732284958331
all,HRGC7,IGF1,36,-0.2627179995435127,0.19444444444444445,0.004039824419099393,-0.3246057781000654,0.010157272825164189
all,HRGC7,IGFBP5,36,1.3495633214365041,0.8611111111111112,3.314040340449873e-06,1.2374873769705972,1.8114009314260175e-05
all,HRGC7,IL1RAPL2,36,-5.342939986579008,0.0,1.680295787277147e-07,-5.388877416249645,1.8716997688066983e-06
all,HRGC7,IRX1,36,-1.6674634245683655,0.0,1.680295787277147e-07,-1.7100483839211758,1.8716997688066983e-06
all,HRGC7,SLC16A2,36,0.32380730761993193,0.7777777777777778,0.024664820843721597,0.2729616832228248,0.043937332677074906
all,HRGC7,OPN4,36,-1.0127985237211488,0.1111111111111111,1.3500638564519358e-05,-1.0878460889475068,6.600312187098353e-05
all,HRGC7,OSTF1,36,0.09881341661616072,0.6388888888888888,0.07329240566298952,0.0851275259350939,0.11197450865178954
all,HRGC7,KSR1,36,-0.12486461617584076,0.3055555555555556,0.003141029515924252,-0.13666785967558323,0.008608608017394083
all,HRGC7,SLC7A8,36,0.7786977661822025,1.0,1.680295787277147e-07,0.7599810746800206,1.8716997688066983e-06
all,HRGC7,KCNC4,36,-0.5674836820519584,0.19444444444444445,4.1232960387148044e-05,-0.597105500507769,0.00018607694943943733
all,HRGC7,PLEKHA2,36,0.7740165332847142,0.8888888888888888,6.593803249100275e-05,0.7252772923626436,0.0002886839233436936
all,HRGC7,TMEM200A,36,-4.086328816030093,0.0,1.680295787277147e-07,-4.15640669792493,1.8716997688066983e-06
all,HRGC7,SRPX2,36,0.0006465163819187387,0.1111111111111111,0.018554892252216026,-0.01989680540688448,0.03396385542116069
all,HRGC7,TGFBR3,36,-1.2983809496789378,0.027777777777777776,1.829161137697455e-07,-1.33862480037542,1.8716997688066983e-06
all,HRGC7,SLC44A5,36,0.05695378340791852,0.5,0.8504636310822052,-0.017327291097027925,0.8763559664547315
all,HRGC7,SDK1,36,1.6060604517248607,1.0,1.680295787277147e-07,1.5729713989261211,1.8716997688066983e-06
all,HRGC7,CAV2,36,-2.2727715604357823,0.0,1.680295787277147e-07,-2.315213889557039,1.8716997688066983e-06
all,HRGC7,TMEM144,36,0.9320757946711632,1.0,1.680295787277147e-07,0.9012801611572375,1.8716997688066983e-06
all,HRGC7,RBMS3,36,-1.091621091756045,0.027777777777777776,1.829161137697455e-07,-1.1235361592792243,1.8716997688066983e-06
all,HRGC7,VAT1L,36,-1.228271757650495,0.0,1.680295787277147e-07,-1.252101118964705,1.8716997688066983e-06
all,HRGC7,HFE,36,-0.1279186934560509,0.05555555555555555,1.59544581241863e-05,-0.14436148699634904,7.672089152614175e-05
all,HRGC7,BRINP1,36,-0.003006812920502718,0.5555555555555556,0.9373882722307465,-0.017177938002119638,0.9471597837875754
all,HRGC7,PARM1,36,-1.3151127310542472,0.0,1.680295787277147e-07,-1.3526690415882108,1.8716997688066983e-06
all,HRGC7,VEGFC,36,0.05954684546871866,0.2222222222222222,0.2852805156605517,0.0024201954901412748,0.354483067518621
all,HRGC7,ITGA7,36,0.04699856041566027,0.5555555555555556,0.36218297344598505,0.006561266747825949,0.43660413237324225
all,HRGC7,PTPRT,36,-1.7247857418484256,0.08333333333333333,6.350144758453308e-07,-1.7950015673086765,3.991519562456365e-06
all,HRGC7,SHROOM3,36,-0.3864610067699658,0.3055555555555556,0.004039824419099393,-0.4321015010072677,0.010157272825164189
all,HRGC7,CTXN3,36,-0.27309265349916056,0.0,1.680295787277147e-07,-0.27911878805347623,1.8716997688066983e-06
all,HRGC7,DDX60,36,-0.12995831342394892,0.4722222222222222,0.43214362272072593,-0.18591873569716946,0.4971063895349527
all,HRGC7,KBTBD11,36,0.10964406815682165,0.5555555555555556,0.6374142004818293,0.046781778034968115,0.6950737254324781
all,HRGC7,MAN1A1,36,-0.9210300799370583,0.16666666666666666,5.3996741764633145e-05,-1.0136522858418673,0.0002399855189539251
all,HRGC7,RASGRP1,36,-0.8354300875488827,0.05555555555555555,2.3562813823626276e-07,-0.8614900541512848,2.1947377237923977e-06
all,HRGC8,ENPP2,12,-0.010209640319940169,0.3333333333333333,0.6948866023724733,-0.22964710207362024,0.7358606619588165
all,HRGC8,GDF6,12,-0.029608282339335334,0.0,0.011718685599768632,-0.032299944370184,0.023122070241695956
all,HRGC8,GNAI1,12,-0.5202833977526594,0.4166666666666667,0.38818640520827785,-0.6210258678800511,0.46100409795315045
all,HRGC8,CHRNB2,12,-0.5042394529482376,0.3333333333333333,0.20942675696103719,-0.6453856367876107,0.2754791421909009
all,HRGC8,GLDN,12,-0.624681163291747,0.5833333333333334,0.38818640520827785,-0.7367104461014837,0.46100409795315045
all,HRGC8,DLGAP1,12,-0.13379162257081179,0.3333333333333333,0.03417047269222941,-0.15359573738205673,0.05827522474643776
all,HRGC8,DTX3L,12,-0.5610606647462487,0.25,0.04986020375690695,-0.6883801018785962,0.08035828021970173
all,HRGC8,LPAR1,12,0.1280227850078881,0.4166666666666667,0.7536837177261574,-0.09443168770593485,0.7876979472672428
all,HRGC8,PDLIM5,12,-0.3573894929857711,0.16666666666666666,0.009632975772588676,-0.40342865142435913,0.0217359453330206
all,HRGC8,KIAA1217,12,2.681264548310464,1.0,0.00221772146423705,2.555861966544758,0.006593225974758797
all,HRGC8,FGF18,12,0.0990664915706342,0.5833333333333334,0.8139453463016609,-0.075315932843644,0.8406947238796497
all,HRGC8,MAN1A2,12,-0.021596667832697314,0.5,0.7536837177261574,-0.05808600983396255,0.7876979472672428
all,HRGC8,IGF1,12,3.2041372188477744,1.0,0.00221772146423705,3.063246677145213,0.006593225974758797
all,HRGC8,IGFBP5,12,0.08719286334807891,0.6666666666666666,0.38818640520827785,-0.039500196412569126,0.46100409795315045
all,HRGC8,IL1RAPL2,12,-0.550746857522224,0.08333333333333333,0.00764908205529392,-0.6211630978123367,0.017529146376715234
all,HRGC8,IRX1,12,-0.6002040295882921,0.08333333333333333,0.015022338553107785,-0.7131273007400982,0.0290541932455711
all,HRGC8,SLC16A2,12,0.6220666426983575,0.6666666666666666,0.1823383541807685,0.48062415792460916,0.24385676546972077
all,HRGC8,OPN4,12,-0.5402170035711585,0.3333333333333333,0.23931654122149526,-0.7040721301989856,0.30834342060749026
all,HRGC8,OSTF1,12,-0.10130887642739965,0.4166666666666667,0.5829195472688132,-0.1555673378363905,0.6404109882603691
all,HRGC8,KSR1,12,-0.2050722546721444,0.4166666666666667,0.09948088075636445,-0.2404276873493526,0.14614887323138684
all,HRGC8,SLC7A8,12,0.04399767990139739,0.4166666666666667,0.7536837177261574,-0.020778164483646385,0.7876979472672428
all,HRGC8,KCNC4,12,-0.14902835065722583,0.5,0.7536837177261574,-0.2196853938802337,0.7876979472672428
all,HRGC8,PLEKHA2,12,-0.39580594957493004,0.4166666666666667,0.38818640520827785,-0.6064922941163626,0.46100409795315045
all,HRGC8,TMEM200A,12,0.09389758837055717,0.5,0.6948866023724733,-0.009543176563346386,0.7358606619588165
all,HRGC8,SRPX2,12,-0.02724248037208683,0.0,0.017960477526078763,-0.029719069496821994,0.032996284390290835
all,HRGC8,TGFBR3,12,-0.6471766061997498,0.3333333333333333,0.272095182736126,-0.7914124262220823,0.34108797835867644
all,HRGC8,SLC44A5,12,2.3150274526802743,1.0,0.00221772146423705,2.1862024423837734,0.006593225974758797
all,HRGC8,SDK1,12,0.09617294074290388,0.5833333333333334,0.5302845968336095,-0.003498348616847512,0.5967396997616066
all,HRGC8,CAV2,12,0.08604700165434591,0.5,0.5829195472688132,0.004815902229007498,0.6404109882603691
all,HRGC8,TMEM144,12,-0.22518761209630303,0.3333333333333333,0.13609738111439365,-0.29361459032119286,0.18980300377284692
all,HRGC8,RBMS3,12,-0.316376288636718,0.4166666666666667,0.13609738111439365,-0.38022826093191936,0.18980300377284692
all,HRGC8,VAT1L,12,0.489804521109175,0.9166666666666666,0.00764908205529392,0.4305112889806628,0.017529146376715234
all,HRGC8,HFE,12,0.06348122933704224,0.16666666666666666,0.5146697234497355,-0.025937378613126203,0.5806530213279066
all,HRGC8,BRINP1,12,-0.17749889504749686,0.4166666666666667,0.20942675696103719,-0.21914798444318395,0.2754791421909009
all,HRGC8,PARM1,12,-0.4391635310609833,0.16666666666666666,0.015022338553107785,-0.5044091463775774,0.0290541932455711
all,HRGC8,VEGFC,12,0.8142778201869962,0.4166666666666667,0.38818640520827785,0.5594510177200077,0.46100409795315045
all,HRGC8,ITGA7,12,-0.16269257330788922,0.5,1.0,-0.2743602954556431,1.0
all,HRGC8,PTPRT,12,2.435123107509886,1.0,0.00221772146423705,2.1958878305304115,0.006593225974758797
all,HRGC8,SHROOM3,12,2.2298967647595975,1.0,0.00221772146423705,2.110844142121373,0.006593225974758797
all,HRGC8,CTXN3,12,-0.18806273852739472,0.08333333333333333,0.03417047269222941,-0.292319368303142,0.05827522474643776
all,HRGC8,DDX60,12,-0.35581348524014295,0.3333333333333333,0.23931654122149526,-0.49493997423846997,0.30834342060749026
all,HRGC8,KBTBD11,12,1.118122728208426,0.8333333333333334,0.018602929901135743,0.966998578602027,0.03396385542116069
all,HRGC8,MAN1A1,12,2.35408841851454,0.9166666666666666,0.0037017494066892416,2.1797251694662494,0.00941485398233102
all,HRGC8,RASGRP1,12,0.0733598626466871,0.6666666666666666,0.38818640520827785,0.006324760326382638,0.46100409795315045
all,HRGC9,ENPP2,11,-0.13672873819957135,0.36363636363636365,0.6566419342620566,-0.2782529102499695,0.712509127189408
all,HRGC9,GDF6,11,0.08895128474807497,0.09090909090909091,0.050460608611093596,-0.04582690133319981,0.08073697377774976
all,HRGC9,GNAI1,11,0.07645940866972384,0.6363636363636364,0.5336947142111965,-0.011251914640012472,0.5982819726189209
all,HRGC9,CHRNB2,11,0.2673215334336971,0.6363636363636364,0.24774620591207197,0.15105088165834513,0.31550891635690786
all,HRGC9,GLDN,11,-1.655492804878231,0.09090909090909091,0.0058470757973204815,-1.865091186712318,0.013944245803907924
all,HRGC9,DLGAP1,11,-0.5932881117568303,0.0,0.003345618115850882,-0.6332777770877108,0.008608608017394083
all,HRGC9,DTX3L,11,-0.15443716557134288,0.45454545454545453,0.4235963177660037,-0.274705515341902,0.4879119890498472
all,HRGC9,LPAR1,11,1.7078980832622692,0.9090909090909091,0.0058470757973204815,1.4473154052558457,0.013944245803907924
all,HRGC9,PDLIM5,11,-3.2444962949036564,0.0,0.003345618115850882,-3.3172245574080974,0.008608608017394083
all,HRGC9,KIAA1217,11,-1.6677244078125584,0.18181818181818182,0.009925485845323259,-1.8902660379797762,0.02222500647298847
all,HRGC9,FGF18,11,0.5429196430987807,0.5454545454545454,0.21322298815094953,0.3716473005146138,0.2788056903013902
all,HRGC9,MAN1A2,11,0.368534950347326,0.9090909090909091,0.009925485845323259,0.2897659816841999,0.02222500647298847
all,HRGC9,IGF1,11,-0.43108495745794323,0.0,0.003345618115850882,-0.44803956225932434,0.008608608017394083
all,HRGC9,IGFBP5,11,-2.277763103697066,0.09090909090909091,0.004439092656792155,-2.516204266846734,0.01103503259315564
all,HRGC9,IL1RAPL2,11,-5.1663240814407585,0.0,0.003345618115850882,-5.369782699012395,0.008608608017394083
all,HRGC9,IRX1,11,-3.042049138907144,0.0,0.003345618115850882,-3.2097864513064507,0.008608608017394083
all,HRGC9,SLC16A2,11,0.06713647272445429,0.5454545454545454,0.8588630128278887,-0.07643409983756669,0.8839759664193474
all,HRGC9,OPN4,11,0.0010421013557657878,0.5454545454545454,0.9291527647091152,-0.25503282454183485,0.9419981946359693
all,HRGC9,OSTF1,11,0.11262626372296608,0.8181818181818182,0.21322298815094953,0.06820583972360014,0.2788056903013902
all,HRGC9,KSR1,11,-0.3510064014874014,0.18181818181818182,0.026231237263180107,-0.4345294399797754,0.04589162781629919
all,HRGC9,SLC7A8,11,1.257208083604266,1.0,0.003345618115850882,1.1971913264142269,0.008608608017394083
all,HRGC9,KCNC4,11,1.3591885232602035,1.0,0.003345618115850882,1.2862227396612476,0.008608608017394083
all,HRGC9,PLEKHA2,11,2.2289621934975274,1.0,0.003345618115850882,2.1195277464330378,0.008608608017394083
all,HRGC9,TMEM200A,11,0.3528146627369747,0.8181818181818182,0.009925485845323259,0.2966368125254789,0.02222500647298847
all,HRGC9,SRPX2,11,-0.03508820539576601,0.0,0.005062032126267864,-0.03859702593534261,0.012305492461645636
all,HRGC9,TGFBR3,11,0.06737676640693441,0.5454545454545454,0.789675102094056,-0.024177685766671918,0.8185089397441334
all,HRGC9,SLC44A5,11,0.5140952779247614,0.8181818181818182,0.07536823868947248,0.409918510328961,0.11415499147458828
all,HRGC9,SDK1,11,1.11085209799361,1.0,0.003345618115850882,1.0426185284758684,0.008608608017394083
all,HRGC9,CAV2,11,-0.06844355383317388,0.45454545454545453,0.5937116848746408,-0.15560481944820084,0.6498336849374178
all,HRGC9,TMEM144,11,-1.8184741880349378,0.0,0.003345618115850882,-1.9584723733971188,0.008608608017394083
all,HRGC9,RBMS3,11,0.9077964394583614,1.0,0.003345618115850882,0.8806935317679541,0.008608608017394083
all,HRGC9,VAT1L,11,-2.4041505128661558,0.0,0.003345618115850882,-2.55820198212533,0.008608608017394083
all,HRGC9,HFE,11,-0.1051382122711427,0.0,0.003345618115850882,-0.11391450098482618,0.008608608017394083
all,HRGC9,BRINP1,11,-0.7604075359199829,0.0,0.003345618115850882,-0.8071890184730167,0.008608608017394083
all,HRGC9,PARM1,11,1.205487437487486,1.0,0.003345618115850882,1.1557158191688253,0.008608608017394083
all,HRGC9,VEGFC,11,0.08037102836974656,0.18181818181818182,0.2860033840207056,-0.04704400121550554,0.354483067518621
all,HRGC9,ITGA7,11,0.5558869324070502,0.9090909090909091,0.007645761692991625,0.4950375169000619,0.017529146376715234
all,HRGC9,PTPRT,11,-0.8099120479616577,0.2727272727272727,0.24774620591207197,-1.264249701478562,0.31550891635690786
all,HRGC9,SHROOM3,11,-0.40293483092737836,0.45454545454545453,0.24774620591207197,-0.5873922670479284,0.31550891635690786
all,HRGC9,CTXN3,11,-0.2408166231302298,0.0,0.003345618115850882,-0.2564126179035752,0.008608608017394083
all,HRGC9,DDX60,11,-0.6196326794996551,0.2727272727272727,0.06188375105213765,-0.7579495078709911,0.09741985854361562
all,HRGC9,KBTBD11,11,-0.42959775813169704,0.2727272727272727,0.09116079400519664,-0.5374608974390863,0.13689675550268438
all,HRGC9,MAN1A1,11,-1.2393927271076024,0.18181818181818182,0.026231237263180107,-1.574958231937816,0.04589162781629919
all,HRGC9,RASGRP1,11,1.0088137578237444,1.0,0.003345618115850882,0.9200818691962647,0.008608608017394083
all,MG_OFF,ENPP2,87,-0.2612922086397468,0.27586206896551724,0.00010563308719464546,-0.2840129453473211,0.0004512481394722719
all,MG_OFF,GDF6,87,-0.03797553562481586,0.08045977011494253,0.00031123555160823704,-0.042713653047477824,0.001250626874042231
all,MG_OFF,GNAI1,87,-0.4365317132734988,0.034482758620689655,1.6215407011781738e-14,-0.4503220452839343,1.0192541550262807e-12
all,MG_OFF,CHRNB2,87,0.26075356682514583,0.7471264367816092,2.8097670619993894e-08,0.2464119886006014,6.030719547706006e-07
all,MG_OFF,GLDN,87,-2.016783213873752,0.011494252873563218,8.275258596382193e-16,-2.0402481512126482,1.1950302334934718e-13
all,MG_OFF,DLGAP1,87,0.05754903260588954,0.6781609195402298,0.00037164696810242835,0.049426060329874184,0.0014665889324221389
all,MG_OFF,DTX3L,87,0.4647092866973583,0.8505747126436781,1.3496144132156033e-10,0.452194132796459,4.398743272702707e-09
all,MG_OFF,LPAR1,87,1.3358347897641125,0.7931034482758621,1.6144267558652063e-12,1.3007601708370744,6.176937152875572e-11
all,MG_OFF,PDLIM5,87,0.15556085545160364,0.7816091954022989,1.571912936235807e-07,0.14877228950979166,1.8716997688066983e-06
all,MG_OFF,KIAA1217,87,-1.6195139372130634,0.022988505747126436,1.0539209292115727e-14,-1.6826853966487627,7.134233982355262e-13
all,MG_OFF,FGF18,87,-0.34895595413257774,0.22988505747126436,5.794426162530871e-09,-0.36238740625226495,1.307460262314658e-07
all,MG_OFF,MAN1A2,87,-0.09738400175963227,0.25287356321839083,5.7655679119497506e-08,-0.10344885116275347,1.1799301773292512e-06
all,MG_OFF,IGF1,87,-0.20595985611309314,0.3333333333333333,0.00019061044539084017,-0.22916184032285333,0.0007838186539436418
all,MG_OFF,IGFBP5,87,-0.22698405512218253,0.40229885057471265,0.028352238946716006,-0.2694510051076142,0.04884148530054707
all,MG_OFF,IL1RAPL2,87,1.1228817738074128,0.9885057471264368,5.853462648440117e-16,1.0966101686910632,1.1950302334934718e-13
all,MG_OFF,IRX1,87,0.4921269244690998,0.9310344827586207,4.563762476482021e-15,0.4837321882680076,4.0161109793041786e-13
all,MG_OFF,SLC16A2,87,0.3036231288994979,0.7471264367816092,5.653744161331608e-07,0.2840159805322802,3.5793488215624567e-06
all,MG_OFF,OPN4,87,-1.0075849064219753,0.08045977011494253,3.552708631663377e-14,-1.027865565639212,1.953989747414857e-12
all,MG_OFF,OSTF1,87,-0.5412078017590882,0.034482758620689655,1.2521363007511987e-15,-0.5507760587831972,1.3773499308263184e-13
all,MG_OFF,KSR1,87,0.09810987178251013,0.7011494252873564,4.662102430997499e-06,0.09104747537309929,2.4566767301064667e-05
all,MG_OFF,SLC7A8,87,-0.4292475823166675,0.022988505747126436,1.5920225184702365e-15,-0.4377257652698114,1.556644240282009e-13
all,MG_OFF,KCNC4,87,0.4186582188021659,0.9310344827586207,7.04135956526215e-14,0.40672480783870646,3.644939069076878e-12
all,MG_OFF,PLEKHA2,87,0.05575228847692217,0.5517241379310345,0.35120819942298875,0.026586549321361664,0.4254267792791238
all,MG_OFF,TMEM200A,87,-0.11396130896345079,0.3333333333333333,0.0013961098024777314,-0.12854274440043498,0.00448385629992848
all,MG_OFF,SRPX2,87,-0.024288404557741373,0.22988505747126436,0.23593767831556445,-0.030544506769236226,0.3066841313407632
all,MG_OFF,TGFBR3,87,0.31503671291210866,0.8045977011494253,6.207447944559072e-09,0.29883116714559055,1.3656385478029957e-07
all,MG_OFF,SLC44A5,87,-0.24176691379545995,0.3563218390804598,0.0035925600654282542,-0.27004834982392445,0.009190269934816465
all,MG_OFF,SDK1,87,-0.30998825868738245,0.27586206896551724,3.175417461884875e-07,-0.32081751236552664,2.5511850852911936e-06
all,MG_OFF,CAV2,87,0.24669085077329247,0.8505747126436781,8.411298341125945e-10,0.22213856788163322,2.1770419235855388e-08
all,MG_OFF,TMEM144,87,-0.24954664228422163,0.21839080459770116,2.36931913363952e-07,-0.2597808062485525,2.1947377237923977e-06
all,MG_OFF,RBMS3,87,-1.0265129387645784,0.0,5.460181414946209e-16,-1.035272786218245,1.1950302334934718e-13
all,MG_OFF,VAT1L,87,0.43949413253517516,0.9080459770114943,2.487443590107073e-14,0.4278709539257904,1.4593002395294828e-12
all,MG_OFF,HFE,87,0.07955886024003275,0.4367816091954023,0.03816051231053636,0.0640641251658279,0.06360085385089392
all,MG_OFF,BRINP1,87,-0.023467730559166244,0.41379310344827586,0.09208680891989511,-0.03204079992813294,0.13715588586855817
all,MG_OFF,PARM1,87,0.13705250310604528,0.6781609195402298,2.4185090714952854e-06,0.12946127507984892,1.3301799893224069e-05
all,MG_OFF,VEGFC,87,-0.16024145033748205,0.22988505747126436,0.0005498515537486427,-0.17606930429829595,0.002131583115853769
all,MG_OFF,ITGA7,87,0.0808498687073544,0.5747126436781609,0.009951061379074241,0.07112038656973789,0.022225720846663282
all,MG_OFF,PTPRT,87,-1.45773034068839,0.05747126436781609,5.688000912987213e-13,-1.5098637709557456,2.383543239727975e-11
all,MG_OFF,SHROOM3,87,-0.24159593763578294,0.25287356321839083,9.183996116903812e-06,-0.2638440873488644,4.644779645330664e-05
all,MG_OFF,CTXN3,87,-0.08331784522496355,0.3103448275862069,0.007558823326157816,-0.09752278633100983,0.017529146376715234
all,MG_OFF,DDX60,87,0.5164619839824229,0.8390804597701149,1.5447769082012004e-09,0.49265333430948444,3.77612133115849e-08
all,MG_OFF,KBTBD11,87,-0.06737485857405416,0.47126436781609193,0.3556756843465596,-0.09193984779656353,0.4293478768518141
all,MG_OFF,MAN1A1,87,-0.9297976815548058,0.14942528735632185,1.7428439380782607e-10,-0.9704233040828284,5.477509519674534e-09
all,MG_OFF,RASGRP1,87,-0.2572680424262666,0.22988505747126436,4.940546392795276e-09,-0.26770265971196205,1.1441265330683797e-07
all,MG_ON,ENPP2,87,-0.07706950502527703,0.39080459770114945,0.05893259466077678,-0.09674582101694353,0.09361134169942881
