type,mouse,strata,control_cells,injured_cells,injury_difference
2,Vegfc,2,461,690,0.301895075361017
2,Itga7,2,461,690,1.0459797760135459
2,Shroom3,2,461,690,0.2145906108383236
2,Ddx60,2,461,690,0.8881118795273077
2,Kbtbd11,2,461,690,-0.7817369352807653
3,Opn4,2,457,255,-0.3544479010231576
3,Rasgrp1,2,457,255,-0.3565231089093216
3,Prkcq,2,457,255,-0.3729658454006338
3,Gldn,2,457,255,1.0922613922760231
3,Ndnf,2,457,255,0.2281308233121393
3,Ctxn3,2,457,255,-1.0895600722454128
3,Gdf6,2,457,255,-0.20006721322604223
3,Eomes,2,457,255,-0.5199646912657376
3,Ifitm10,2,457,255,0.477984052074784
3,Igf1,2,457,255,1.7532803140478777
3,Cd24a,2,457,255,3.8044092413389445
3,Man1a,2,457,255,0.2648478335883113
3,Vat1l,2,457,255,-1.4400236475550452
3,Tbx20,2,457,255,-0.6715360834970268
3,Ptprt,2,457,255,0.43964505806428655
3,Tmem255b,2,457,255,0.0
3,Dmrtb1,2,457,255,-0.20006721322604223
3,Parm1,2,457,255,-4.215645145612713
3,Dgkg,2,457,255,-0.26959135349636804
3,Prph,2,457,255,-0.9662989706667781
3,Plekha2,2,457,255,-0.4519964085738636
3,Nppb,2,457,255,-0.23534284263157945
3,Vim,2,457,255,4.492818257156108
3,Enpp2,2,457,255,-0.4354100558576217
3,Igfbp2,2,457,255,1.030669355896434
3,Rgs10,2,457,255,-2.218656240555552
3,Mgll,2,457,255,-3.144702096431553
3,Phgdh,2,457,255,0.92879874327424
3,Mei4,2,457,255,0.6034809533289758
3,Lmo1,2,457,255,0.3521988674823411
3,Myo1b,2,457,255,-0.722171698088109
3,Pdzd2,2,457,255,0.10048485950674824
3,Lamb1,2,457,255,-1.794192995900281
3,Rbpms2,2,457,255,-3.288175312785255
3,Nell2,2,457,255,-1.4202481033387717
3,Plch2,2,457,255,-2.1270267886564365
3,Lrrc7,2,457,255,0.35784902241227234
3,Calb2,2,457,255,-2.6017966856005783
3,Hpcal1,2,457,255,-1.8845692358381534
3,Rxrg,2,457,255,-3.964350669415419
3,Kcnj5,2,457,255,-2.564691311370615
3,Alcam,2,457,255,-2.573586204570229
3,Nfe2l2,2,457,255,-0.11089865648455755
3,Ptn,2,457,255,-0.7715009120522955
