donor_id,sampleid,author_cell_type,n_cells,tissue,study
MMD_22_21878,MMD_22_21878_RNA_macular_NeuN,HRGC20,14,macula lutea,Chen_ancestry
MMD_22_21878,MMD_22_21878_RNA_macular_NeuN,HRGC21,1,macula lutea,Chen_ancestry
MMD_22_21878,MMD_22_21878_RNA_macular_NeuN,HRGC22,1,macula lutea,Chen_ancestry
MMD_22_21878,MMD_22_21878_RNA_macular_NeuN,HRGC23,2,macula lutea,Chen_ancestry
MMD_22_21878,MMD_22_21878_RNA_macular_NeuN,HRGC7,97,macula lutea,Chen_ancestry
MMD_22_21878,MMD_22_21878_RNA_macular_NeuN,HRGC8,31,macula lutea,Chen_ancestry
MMD_22_21878,MMD_22_21878_RNA_macular_NeuN,HRGC9,7,macula lutea,Chen_ancestry
MMD_22_21878,MMD_22_21878_RNA_macular_NeuN,MG_OFF,2807,macula lutea,Chen_ancestry
MMD_22_21878,MMD_22_21878_RNA_macular_NeuN,MG_ON,2656,macula lutea,Chen_ancestry
MMD_22_21878,MMD_22_21878_RNA_macular_NeuN,PG_OFF,82,macula lutea,Chen_ancestry
MMD_22_21878,MMD_22_21878_RNA_macular_NeuN,PG_ON,104,macula lutea,Chen_ancestry
MMD_22_21878,MMD_22_21878_RNA_macular_NeuN,ipRGC,28,macula lutea,Chen_ancestry
MMD_22_25357,MMD_22_25357_RNA_lobe,MG_OFF,9,peripheral region of retina,Chen_ancestry
MMD_22_25357,MMD_22_25357_RNA_lobe,MG_ON,1,peripheral region of retina,Chen_ancestry
MMD_22_25357,MMD_22_25357_RNA_macular,HRGC8,1,macula lutea,Chen_ancestry
MMD_22_25357,MMD_22_25357_RNA_macular,MG_OFF,2,macula lutea,Chen_ancestry
MMD_22_25357,MMD_22_25357_RNA_macular,MG_ON,4,macula lutea,Chen_ancestry
MMD_22_25357,MMD_22_25357_RNA_macular_NeuN,HRGC11,1,macula lutea,Chen_ancestry
MMD_22_25357,MMD_22_25357_RNA_macular_NeuN,HRGC12,5,macula lutea,Chen_ancestry
MMD_22_25357,MMD_22_25357_RNA_macular_NeuN,HRGC16,1,macula lutea,Chen_ancestry
MMD_22_25357,MMD_22_25357_RNA_macular_NeuN,HRGC18,1,macula lutea,Chen_ancestry
MMD_22_25357,MMD_22_25357_RNA_macular_NeuN,HRGC20,1,macula lutea,Chen_ancestry
MMD_22_25357,MMD_22_25357_RNA_macular_NeuN,HRGC7,10,macula lutea,Chen_ancestry
MMD_22_25357,MMD_22_25357_RNA_macular_NeuN,HRGC8,1,macula lutea,Chen_ancestry
MMD_22_25357,MMD_22_25357_RNA_macular_NeuN,HRGC9,4,macula lutea,Chen_ancestry
MMD_22_25357,MMD_22_25357_RNA_macular_NeuN,MG_OFF,35,macula lutea,Chen_ancestry
MMD_22_25357,MMD_22_25357_RNA_macular_NeuN,MG_ON,41,macula lutea,Chen_ancestry
MMD_22_25357,MMD_22_25357_RNA_macular_NeuN,PG_OFF,16,macula lutea,Chen_ancestry
MMD_22_25357,MMD_22_25357_RNA_macular_NeuN,PG_ON,8,macula lutea,Chen_ancestry
MMD_22_25357,MMD_22_25357_RNA_macular_NeuN,ipRGC,4,macula lutea,Chen_ancestry
MMD_22_32888,MMD_22_32888_RNA_lobe,MG_OFF,29,peripheral region of retina,Chen_ancestry
MMD_22_32888,MMD_22_32888_RNA_lobe,MG_ON,18,peripheral region of retina,Chen_ancestry
MMD_22_32888,MMD_22_32888_RNA_macular,MG_OFF,370,macula lutea,Chen_ancestry
MMD_22_32888,MMD_22_32888_RNA_macular,MG_ON,365,macula lutea,Chen_ancestry
MMD_22_32888,MMD_22_32888_RNA_macular_NeuN,DS_ON,8,macula lutea,Chen_ancestry
MMD_22_32888,MMD_22_32888_RNA_macular_NeuN,HRGC10,32,macula lutea,Chen_ancestry
MMD_22_32888,MMD_22_32888_RNA_macular_NeuN,HRGC11,20,macula lutea,Chen_ancestry
MMD_22_32888,MMD_22_32888_RNA_macular_NeuN,HRGC12,15,macula lutea,Chen_ancestry
MMD_22_32888,MMD_22_32888_RNA_macular_NeuN,HRGC13,1,macula lutea,Chen_ancestry
MMD_22_32888,MMD_22_32888_RNA_macular_NeuN,HRGC14,14,macula lutea,Chen_ancestry
MMD_22_32888,MMD_22_32888_RNA_macular_NeuN,HRGC15,28,macula lutea,Chen_ancestry
MMD_22_32888,MMD_22_32888_RNA_macular_NeuN,HRGC16,14,macula lutea,Chen_ancestry
MMD_22_32888,MMD_22_32888_RNA_macular_NeuN,HRGC17,12,macula lutea,Chen_ancestry
MMD_22_32888,MMD_22_32888_RNA_macular_NeuN,HRGC18,11,macula lutea,Chen_ancestry
MMD_22_32888,MMD_22_32888_RNA_macular_NeuN,HRGC19,12,macula lutea,Chen_ancestry
MMD_22_32888,MMD_22_32888_RNA_macular_NeuN,HRGC20,6,macula lutea,Chen_ancestry
MMD_22_32888,MMD_22_32888_RNA_macular_NeuN,HRGC21,6,macula lutea,Chen_ancestry
MMD_22_32888,MMD_22_32888_RNA_macular_NeuN,HRGC22,6,macula lutea,Chen_ancestry
MMD_22_32888,MMD_22_32888_RNA_macular_NeuN,HRGC23,7,macula lutea,Chen_ancestry
MMD_22_32888,MMD_22_32888_RNA_macular_NeuN,HRGC7,275,macula lutea,Chen_ancestry
MMD_22_32888,MMD_22_32888_RNA_macular_NeuN,HRGC8,26,macula lutea,Chen_ancestry
MMD_22_32888,MMD_22_32888_RNA_macular_NeuN,HRGC9,60,macula lutea,Chen_ancestry
MMD_22_32888,MMD_22_32888_RNA_macular_NeuN,MG_OFF,8306,macula lutea,Chen_ancestry
MMD_22_32888,MMD_22_32888_RNA_macular_NeuN,MG_ON,7867,macula lutea,Chen_ancestry
MMD_22_32888,MMD_22_32888_RNA_macular_NeuN,PG_OFF,221,macula lutea,Chen_ancestry
MMD_22_32888,MMD_22_32888_RNA_macular_NeuN,PG_ON,228,macula lutea,Chen_ancestry
MMD_22_32888,MMD_22_32888_RNA_macular_NeuN,ipRGC,42,macula lutea,Chen_ancestry
MMD_22_33472,MMD_22_33472_RNA_lobe,MG_OFF,9,peripheral region of retina,Chen_ancestry
MMD_22_33472,MMD_22_33472_RNA_lobe,MG_ON,4,peripheral region of retina,Chen_ancestry
MMD_22_33472,MMD_22_33472_RNA_macular,MG_OFF,470,macula lutea,Chen_ancestry
MMD_22_33472,MMD_22_33472_RNA_macular,MG_ON,400,macula lutea,Chen_ancestry
MMD_22_33472,MMD_22_33472_RNA_macular_NeuN,DS_ON,1,macula lutea,Chen_ancestry
MMD_22_33472,MMD_22_33472_RNA_macular_NeuN,HRGC10,8,macula lutea,Chen_ancestry
MMD_22_33472,MMD_22_33472_RNA_macular_NeuN,HRGC11,22,macula lutea,Chen_ancestry
MMD_22_33472,MMD_22_33472_RNA_macular_NeuN,HRGC12,8,macula lutea,Chen_ancestry
MMD_22_33472,MMD_22_33472_RNA_macular_NeuN,HRGC14,11,macula lutea,Chen_ancestry
MMD_22_33472,MMD_22_33472_RNA_macular_NeuN,HRGC15,13,macula lutea,Chen_ancestry
MMD_22_33472,MMD_22_33472_RNA_macular_NeuN,HRGC16,17,macula lutea,Chen_ancestry
MMD_22_33472,MMD_22_33472_RNA_macular_NeuN,HRGC17,4,macula lutea,Chen_ancestry
MMD_22_33472,MMD_22_33472_RNA_macular_NeuN,HRGC18,3,macula lutea,Chen_ancestry
MMD_22_33472,MMD_22_33472_RNA_macular_NeuN,HRGC19,28,macula lutea,Chen_ancestry
MMD_22_33472,MMD_22_33472_RNA_macular_NeuN,HRGC20,9,macula lutea,Chen_ancestry
MMD_22_33472,MMD_22_33472_RNA_macular_NeuN,HRGC7,535,macula lutea,Chen_ancestry
MMD_22_33472,MMD_22_33472_RNA_macular_NeuN,HRGC8,32,macula lutea,Chen_ancestry
MMD_22_33472,MMD_22_33472_RNA_macular_NeuN,HRGC9,29,macula lutea,Chen_ancestry
MMD_22_33472,MMD_22_33472_RNA_macular_NeuN,MG_OFF,14152,macula lutea,Chen_ancestry
MMD_22_33472,MMD_22_33472_RNA_macular_NeuN,MG_ON,11757,macula lutea,Chen_ancestry
MMD_22_33472,MMD_22_33472_RNA_macular_NeuN,PG_OFF,387,macula lutea,Chen_ancestry
MMD_22_33472,MMD_22_33472_RNA_macular_NeuN,PG_ON,951,macula lutea,Chen_ancestry
MMD_22_33472,MMD_22_33472_RNA_macular_NeuN,ipRGC,5,macula lutea,Chen_ancestry
MMD_22_34032,MMD_22_34032_RNA_macular,MG_OFF,136,macula lutea,Chen_ancestry
MMD_22_34032,MMD_22_34032_RNA_macular,MG_ON,93,macula lutea,Chen_ancestry
MMD_22_37089,MMD_22_37089_RNA_lobe,MG_OFF,1,peripheral region of retina,Chen_ancestry
MMD_22_37089,MMD_22_37089_RNA_lobe,MG_ON,12,peripheral region of retina,Chen_ancestry
MMD_22_37089,MMD_22_37089_RNA_macular,MG_OFF,49,macula lutea,Chen_ancestry
MMD_22_37089,MMD_22_37089_RNA_macular,MG_ON,45,macula lutea,Chen_ancestry
MMD_22_37089,MMD_22_37089_RNA_macular_NeuN,DS_ON,1,macula lutea,Chen_ancestry
MMD_22_37089,MMD_22_37089_RNA_macular_NeuN,HRGC10,10,macula lutea,Chen_ancestry
MMD_22_37089,MMD_22_37089_RNA_macular_NeuN,HRGC11,2,macula lutea,Chen_ancestry
MMD_22_37089,MMD_22_37089_RNA_macular_NeuN,HRGC12,18,macula lutea,Chen_ancestry
MMD_22_37089,MMD_22_37089_RNA_macular_NeuN,HRGC14,4,macula lutea,Chen_ancestry
MMD_22_37089,MMD_22_37089_RNA_macular_NeuN,HRGC15,4,macula lutea,Chen_ancestry
MMD_22_37089,MMD_22_37089_RNA_macular_NeuN,HRGC16,6,macula lutea,Chen_ancestry
MMD_22_37089,MMD_22_37089_RNA_macular_NeuN,HRGC18,1,macula lutea,Chen_ancestry
MMD_22_37089,MMD_22_37089_RNA_macular_NeuN,HRGC19,1,macula lutea,Chen_ancestry
MMD_22_37089,MMD_22_37089_RNA_macular_NeuN,HRGC20,1,macula lutea,Chen_ancestry
MMD_22_37089,MMD_22_37089_RNA_macular_NeuN,HRGC21,2,macula lutea,Chen_ancestry
MMD_22_37089,MMD_22_37089_RNA_macular_NeuN,HRGC22,4,macula lutea,Chen_ancestry
MMD_22_37089,MMD_22_37089_RNA_macular_NeuN,HRGC23,3,macula lutea,Chen_ancestry
MMD_22_37089,MMD_22_37089_RNA_macular_NeuN,HRGC7,56,macula lutea,Chen_ancestry
MMD_22_37089,MMD_22_37089_RNA_macular_NeuN,HRGC8,4,macula lutea,Chen_ancestry
MMD_22_37089,MMD_22_37089_RNA_macular_NeuN,HRGC9,11,macula lutea,Chen_ancestry
MMD_22_37089,MMD_22_37089_RNA_macular_NeuN,MG_OFF,2371,macula lutea,Chen_ancestry
MMD_22_37089,MMD_22_37089_RNA_macular_NeuN,MG_ON,1979,macula lutea,Chen_ancestry
MMD_22_37089,MMD_22_37089_RNA_macular_NeuN,PG_OFF,84,macula lutea,Chen_ancestry
MMD_22_37089,MMD_22_37089_RNA_macular_NeuN,PG_ON,74,macula lutea,Chen_ancestry
MMD_22_37089,MMD_22_37089_RNA_macular_NeuN,ipRGC,25,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_lobe,MG_OFF,56,peripheral region of retina,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_lobe,MG_ON,26,peripheral region of retina,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular,HRGC11,18,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular,HRGC17,1,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular,HRGC19,3,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular,HRGC20,3,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular,HRGC7,11,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular,HRGC8,3,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular,HRGC9,1,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular,MG_OFF,343,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular,MG_ON,433,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular,PG_OFF,9,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular,PG_ON,2,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular_NeuN,DS_ON,6,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular_NeuN,HRGC10,10,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular_NeuN,HRGC11,5,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular_NeuN,HRGC12,20,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular_NeuN,HRGC13,1,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular_NeuN,HRGC14,6,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular_NeuN,HRGC15,9,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular_NeuN,HRGC16,2,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular_NeuN,HRGC17,13,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular_NeuN,HRGC18,6,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular_NeuN,HRGC19,8,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular_NeuN,HRGC20,2,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular_NeuN,HRGC21,1,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular_NeuN,HRGC22,15,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular_NeuN,HRGC23,1,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular_NeuN,HRGC7,189,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular_NeuN,HRGC8,11,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular_NeuN,HRGC9,22,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular_NeuN,MG_OFF,4226,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular_NeuN,MG_ON,4870,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular_NeuN,PG_OFF,245,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular_NeuN,PG_ON,177,macula lutea,Chen_ancestry
MMD_22_37117,MMD_22_37117_RNA_macular_NeuN,ipRGC,7,macula lutea,Chen_ancestry
MMD_22_38029,MMD_22_38029_RNA_lobe,MG_OFF,10,peripheral region of retina,Chen_ancestry
MMD_22_38029,MMD_22_38029_RNA_lobe,MG_ON,10,peripheral region of retina,Chen_ancestry
MMD_22_38029,MMD_22_38029_RNA_macular,HRGC11,3,macula lutea,Chen_ancestry
MMD_22_38029,MMD_22_38029_RNA_macular,HRGC8,1,macula lutea,Chen_ancestry
MMD_22_38029,MMD_22_38029_RNA_macular,MG_OFF,1,macula lutea,Chen_ancestry
MMD_22_38029,MMD_22_38029_RNA_macular_NeuN,HRGC11,1,macula lutea,Chen_ancestry
MMD_22_38029,MMD_22_38029_RNA_macular_NeuN,HRGC7,15,macula lutea,Chen_ancestry
MMD_22_38029,MMD_22_38029_RNA_macular_NeuN,HRGC8,6,macula lutea,Chen_ancestry
MMD_22_38029,MMD_22_38029_RNA_macular_NeuN,HRGC9,1,macula lutea,Chen_ancestry
MMD_22_38029,MMD_22_38029_RNA_macular_NeuN,MG_OFF,55,macula lutea,Chen_ancestry
MMD_22_38029,MMD_22_38029_RNA_macular_NeuN,MG_ON,58,macula lutea,Chen_ancestry
MMD_22_38029,MMD_22_38029_RNA_macular_NeuN,PG_OFF,9,macula lutea,Chen_ancestry
MMD_22_38029,MMD_22_38029_RNA_macular_NeuN,PG_ON,6,macula lutea,Chen_ancestry
MMD_22_38029,MMD_22_38029_RNA_macular_NeuN,ipRGC,2,macula lutea,Chen_ancestry
MMD_22_38453,MMD_22_38453_RNA_macular,MG_OFF,33,macula lutea,Chen_ancestry
MMD_22_38453,MMD_22_38453_RNA_macular,MG_ON,40,macula lutea,Chen_ancestry
MMD_22_38453,MMD_22_38453_RNA_macular_NeuN,DS_ON,4,macula lutea,Chen_ancestry
MMD_22_38453,MMD_22_38453_RNA_macular_NeuN,HRGC10,22,macula lutea,Chen_ancestry
MMD_22_38453,MMD_22_38453_RNA_macular_NeuN,HRGC11,3,macula lutea,Chen_ancestry
MMD_22_38453,MMD_22_38453_RNA_macular_NeuN,HRGC12,10,macula lutea,Chen_ancestry
MMD_22_38453,MMD_22_38453_RNA_macular_NeuN,HRGC14,7,macula lutea,Chen_ancestry
MMD_22_38453,MMD_22_38453_RNA_macular_NeuN,HRGC15,11,macula lutea,Chen_ancestry
MMD_22_38453,MMD_22_38453_RNA_macular_NeuN,HRGC17,4,macula lutea,Chen_ancestry
MMD_22_38453,MMD_22_38453_RNA_macular_NeuN,HRGC18,6,macula lutea,Chen_ancestry
MMD_22_38453,MMD_22_38453_RNA_macular_NeuN,HRGC21,1,macula lutea,Chen_ancestry
MMD_22_38453,MMD_22_38453_RNA_macular_NeuN,HRGC23,6,macula lutea,Chen_ancestry
MMD_22_38453,MMD_22_38453_RNA_macular_NeuN,HRGC7,63,macula lutea,Chen_ancestry
MMD_22_38453,MMD_22_38453_RNA_macular_NeuN,HRGC8,5,macula lutea,Chen_ancestry
MMD_22_38453,MMD_22_38453_RNA_macular_NeuN,HRGC9,16,macula lutea,Chen_ancestry
MMD_22_38453,MMD_22_38453_RNA_macular_NeuN,MG_OFF,525,macula lutea,Chen_ancestry
MMD_22_38453,MMD_22_38453_RNA_macular_NeuN,MG_ON,449,macula lutea,Chen_ancestry
MMD_22_38453,MMD_22_38453_RNA_macular_NeuN,PG_OFF,60,macula lutea,Chen_ancestry
MMD_22_38453,MMD_22_38453_RNA_macular_NeuN,PG_ON,90,macula lutea,Chen_ancestry
MMD_22_38453,MMD_22_38453_RNA_macular_NeuN,ipRGC,4,macula lutea,Chen_ancestry
MMD_23_01524,MMD_23_01524_RNA_macular,HRGC11,17,macula lutea,Chen_ancestry
MMD_23_01524,MMD_23_01524_RNA_macular,HRGC20,2,macula lutea,Chen_ancestry
MMD_23_01524,MMD_23_01524_RNA_macular,HRGC7,13,macula lutea,Chen_ancestry
MMD_23_01524,MMD_23_01524_RNA_macular,HRGC8,10,macula lutea,Chen_ancestry
MMD_23_01524,MMD_23_01524_RNA_macular,MG_OFF,240,macula lutea,Chen_ancestry
MMD_23_01524,MMD_23_01524_RNA_macular,MG_ON,171,macula lutea,Chen_ancestry
MMD_23_01524,MMD_23_01524_RNA_macular,PG_OFF,9,macula lutea,Chen_ancestry
MMD_23_01524,MMD_23_01524_RNA_macular,PG_ON,2,macula lutea,Chen_ancestry
MMD_23_02177,MMD_23_02177_RNA_macular,HRGC11,18,macula lutea,Chen_ancestry
MMD_23_02177,MMD_23_02177_RNA_macular,HRGC19,2,macula lutea,Chen_ancestry
MMD_23_02177,MMD_23_02177_RNA_macular,HRGC20,3,macula lutea,Chen_ancestry
MMD_23_02177,MMD_23_02177_RNA_macular,HRGC7,8,macula lutea,Chen_ancestry
MMD_23_02177,MMD_23_02177_RNA_macular,HRGC8,9,macula lutea,Chen_ancestry
MMD_23_02177,MMD_23_02177_RNA_macular,MG_OFF,231,macula lutea,Chen_ancestry
MMD_23_02177,MMD_23_02177_RNA_macular,MG_ON,132,macula lutea,Chen_ancestry
MMD_23_02177,MMD_23_02177_RNA_macular,PG_OFF,1,macula lutea,Chen_ancestry
MMD_23_02177,MMD_23_02177_RNA_macular,PG_ON,4,macula lutea,Chen_ancestry
MMD_23_16055,MMD_23_16055_RNA_macular,MG_OFF,149,macula lutea,Chen_ancestry
MMD_23_16055,MMD_23_16055_RNA_macular,MG_ON,85,macula lutea,Chen_ancestry
MMD_23_17738,MMD_23_17738_RNA_macular,MG_OFF,152,macula lutea,Chen_ancestry
MMD_23_17738,MMD_23_17738_RNA_macular,MG_ON,95,macula lutea,Chen_ancestry
MMD_23_21623,MMD_23_21623_RNA_macular,MG_OFF,7,macula lutea,Chen_ancestry
MMD_23_21623,MMD_23_21623_RNA_macular,MG_ON,26,macula lutea,Chen_ancestry
MMD_23_21999,MMD_23_21999_RNA_macular,MG_OFF,64,macula lutea,Chen_ancestry
MMD_23_21999,MMD_23_21999_RNA_macular,MG_ON,77,macula lutea,Chen_ancestry
MMD_23_22486,MMD_23_22486_RNA_macular,MG_OFF,244,macula lutea,Chen_ancestry
MMD_23_22486,MMD_23_22486_RNA_macular,MG_ON,166,macula lutea,Chen_ancestry
"pooled [0150-19,0194-19,0978-18]",GSM7596860,DS_ON,6,macula lutea,Shekhar_GSE237204
"pooled [0150-19,0194-19,0978-18]",GSM7596860,HRGC10,10,macula lutea,Shekhar_GSE237204
"pooled [0150-19,0194-19,0978-18]",GSM7596860,HRGC12,12,macula lutea,Shekhar_GSE237204
"pooled [0150-19,0194-19,0978-18]",GSM7596860,HRGC14,5,macula lutea,Shekhar_GSE237204
"pooled [0150-19,0194-19,0978-18]",GSM7596860,HRGC15,7,macula lutea,Shekhar_GSE237204
"pooled [0150-19,0194-19,0978-18]",GSM7596860,HRGC17,4,macula lutea,Shekhar_GSE237204
"pooled [0150-19,0194-19,0978-18]",GSM7596860,HRGC18,3,macula lutea,Shekhar_GSE237204
"pooled [0150-19,0194-19,0978-18]",GSM7596860,HRGC20,1,macula lutea,Shekhar_GSE237204
"pooled [0150-19,0194-19,0978-18]",GSM7596860,HRGC21,9,macula lutea,Shekhar_GSE237204
"pooled [0150-19,0194-19,0978-18]",GSM7596860,HRGC22,1,macula lutea,Shekhar_GSE237204
"pooled [0150-19,0194-19,0978-18]",GSM7596860,HRGC23,3,macula lutea,Shekhar_GSE237204
"pooled [0150-19,0194-19,0978-18]",GSM7596860,HRGC7,101,macula lutea,Shekhar_GSE237204
"pooled [0150-19,0194-19,0978-18]",GSM7596860,HRGC8,3,macula lutea,Shekhar_GSE237204
"pooled [0150-19,0194-19,0978-18]",GSM7596860,HRGC9,11,macula lutea,Shekhar_GSE237204
"pooled [0150-19,0194-19,0978-18]",GSM7596860,MG_OFF,3655,macula lutea,Shekhar_GSE237204
"pooled [0150-19,0194-19,0978-18]",GSM7596860,MG_ON,2595,macula lutea,Shekhar_GSE237204
"pooled [0150-19,0194-19,0978-18]",GSM7596860,PG_OFF,102,macula lutea,Shekhar_GSE237204
"pooled [0150-19,0194-19,0978-18]",GSM7596860,PG_ON,124,macula lutea,Shekhar_GSE237204
"pooled [0150-19,0194-19,0978-18]",GSM7596860,ipRGC,11,macula lutea,Shekhar_GSE237204
"pooled [1017-17,1053-17,1005-17]",GSM7596861,DS_ON,3,macula lutea,Shekhar_GSE237204
"pooled [1017-17,1053-17,1005-17]",GSM7596861,HRGC10,16,macula lutea,Shekhar_GSE237204
"pooled [1017-17,1053-17,1005-17]",GSM7596861,HRGC11,2,macula lutea,Shekhar_GSE237204
"pooled [1017-17,1053-17,1005-17]",GSM7596861,HRGC12,12,macula lutea,Shekhar_GSE237204
"pooled [1017-17,1053-17,1005-17]",GSM7596861,HRGC13,1,macula lutea,Shekhar_GSE237204
"pooled [1017-17,1053-17,1005-17]",GSM7596861,HRGC14,13,macula lutea,Shekhar_GSE237204
"pooled [1017-17,1053-17,1005-17]",GSM7596861,HRGC15,17,macula lutea,Shekhar_GSE237204
"pooled [1017-17,1053-17,1005-17]",GSM7596861,HRGC16,2,macula lutea,Shekhar_GSE237204
"pooled [1017-17,1053-17,1005-17]",GSM7596861,HRGC17,14,macula lutea,Shekhar_GSE237204
"pooled [1017-17,1053-17,1005-17]",GSM7596861,HRGC18,7,macula lutea,Shekhar_GSE237204
"pooled [1017-17,1053-17,1005-17]",GSM7596861,HRGC21,6,macula lutea,Shekhar_GSE237204
"pooled [1017-17,1053-17,1005-17]",GSM7596861,HRGC22,1,macula lutea,Shekhar_GSE237204
"pooled [1017-17,1053-17,1005-17]",GSM7596861,HRGC23,1,macula lutea,Shekhar_GSE237204
"pooled [1017-17,1053-17,1005-17]",GSM7596861,HRGC7,132,macula lutea,Shekhar_GSE237204
"pooled [1017-17,1053-17,1005-17]",GSM7596861,HRGC8,5,macula lutea,Shekhar_GSE237204
"pooled [1017-17,1053-17,1005-17]",GSM7596861,HRGC9,24,macula lutea,Shekhar_GSE237204
"pooled [1017-17,1053-17,1005-17]",GSM7596861,MG_OFF,3269,macula lutea,Shekhar_GSE237204
"pooled [1017-17,1053-17,1005-17]",GSM7596861,MG_ON,2224,macula lutea,Shekhar_GSE237204
"pooled [1017-17,1053-17,1005-17]",GSM7596861,PG_OFF,120,macula lutea,Shekhar_GSE237204
"pooled [1017-17,1053-17,1005-17]",GSM7596861,PG_ON,107,macula lutea,Shekhar_GSE237204
"pooled [1017-17,1053-17,1005-17]",GSM7596861,ipRGC,8,macula lutea,Shekhar_GSE237204
"pooled [BCM_22_0200,BCM_23_0491]",BCM_22_0200_BCM_23_0491_RNA_fovea,HRGC10,1,fovea centralis,Chen_ancestry
"pooled [BCM_22_0200,BCM_23_0491]",BCM_22_0200_BCM_23_0491_RNA_fovea,HRGC11,1,fovea centralis,Chen_ancestry
"pooled [BCM_22_0200,BCM_23_0491]",BCM_22_0200_BCM_23_0491_RNA_fovea,HRGC12,2,fovea centralis,Chen_ancestry
"pooled [BCM_22_0200,BCM_23_0491]",BCM_22_0200_BCM_23_0491_RNA_fovea,HRGC13,16,fovea centralis,Chen_ancestry
"pooled [BCM_22_0200,BCM_23_0491]",BCM_22_0200_BCM_23_0491_RNA_fovea,HRGC19,1,fovea centralis,Chen_ancestry
"pooled [BCM_22_0200,BCM_23_0491]",BCM_22_0200_BCM_23_0491_RNA_fovea,HRGC22,1,fovea centralis,Chen_ancestry
"pooled [BCM_22_0200,BCM_23_0491]",BCM_22_0200_BCM_23_0491_RNA_fovea,HRGC7,2,fovea centralis,Chen_ancestry
"pooled [BCM_22_0200,BCM_23_0491]",BCM_22_0200_BCM_23_0491_RNA_fovea,HRGC8,4,fovea centralis,Chen_ancestry
"pooled [BCM_22_0200,BCM_23_0491]",BCM_22_0200_BCM_23_0491_RNA_fovea,HRGC9,1,fovea centralis,Chen_ancestry
"pooled [BCM_22_0200,BCM_23_0491]",BCM_22_0200_BCM_23_0491_RNA_fovea,MG_OFF,179,fovea centralis,Chen_ancestry
"pooled [BCM_22_0200,BCM_23_0491]",BCM_22_0200_BCM_23_0491_RNA_fovea,MG_ON,74,fovea centralis,Chen_ancestry
"pooled [BCM_22_0200,BCM_23_0491]",BCM_22_0200_BCM_23_0491_RNA_fovea,PG_OFF,13,fovea centralis,Chen_ancestry
"pooled [BCM_22_0200,BCM_23_0491]",BCM_22_0200_BCM_23_0491_RNA_fovea,PG_ON,6,fovea centralis,Chen_ancestry
"pooled [BCM_22_0200,BCM_23_0491]",BCM_22_0200_BCM_23_0491_RNA_fovea,ipRGC,3,fovea centralis,Chen_ancestry
"pooled [Chen_D018_13,Chen_D017_13]",Chen_a_10x_Lobe_D017_18_13_NeuN,MG_OFF,133,peripheral region of retina,Chen_a
"pooled [Chen_D018_13,Chen_D017_13]",Chen_a_10x_Lobe_D017_18_13_NeuN,MG_ON,47,peripheral region of retina,Chen_a
