donor_id,sampleid,author_cell_type,n_cells,tissue,study
19-D005,Chen_a_10x3_Lobe_19_D005_NeuN,MG_OFF,27,peripheral region of retina,Chen_a
19-D005,Chen_a_10x3_Lobe_19_D005_NeuN,MG_ON,4,peripheral region of retina,Chen_a
19-D005,Chen_c_10x3_19_D005,HRGC10,5,macula lutea,Chen_c_GSE247157
19-D005,Chen_c_10x3_19_D005,HRGC11,1,macula lutea,Chen_c_GSE247157
19-D005,Chen_c_10x3_19_D005,HRGC12,1,macula lutea,Chen_c_GSE247157
19-D005,Chen_c_10x3_19_D005,HRGC15,1,macula lutea,Chen_c_GSE247157
19-D005,Chen_c_10x3_19_D005,HRGC17,1,macula lutea,Chen_c_GSE247157
19-D005,Chen_c_10x3_19_D005,HRGC18,1,macula lutea,Chen_c_GSE247157
19-D005,Chen_c_10x3_19_D005,HRGC21,1,macula lutea,Chen_c_GSE247157
19-D005,Chen_c_10x3_19_D005,HRGC23,1,macula lutea,Chen_c_GSE247157
19-D005,Chen_c_10x3_19_D005,HRGC7,2,macula lutea,Chen_c_GSE247157
19-D005,Chen_c_10x3_19_D005,HRGC8,2,macula lutea,Chen_c_GSE247157
19-D005,Chen_c_10x3_19_D005,HRGC9,3,macula lutea,Chen_c_GSE247157
19-D005,Chen_c_10x3_19_D005,MG_OFF,56,macula lutea,Chen_c_GSE247157
19-D005,Chen_c_10x3_19_D005,MG_ON,21,macula lutea,Chen_c_GSE247157
19-D005,Chen_c_10x3_19_D005,PG_OFF,2,macula lutea,Chen_c_GSE247157
19-D005,Chen_c_10x3_19_D005,PG_ON,4,macula lutea,Chen_c_GSE247157
19-D008,Chen_a_10x3_Lobe_19_D008_NeuN,MG_OFF,73,peripheral region of retina,Chen_a
19-D008,Chen_a_10x3_Lobe_19_D008_NeuN,MG_ON,22,peripheral region of retina,Chen_a
19-D008,Chen_c_10x3_19_D008,MG_OFF,133,macula lutea,Chen_c_GSE247157
19-D008,Chen_c_10x3_19_D008,MG_ON,80,macula lutea,Chen_c_GSE247157
19-D008,Chen_rgc_10x3v31_19_D008_Mac_NeuN_T,HRGC10,5,macula lutea,Chen_rgc
19-D008,Chen_rgc_10x3v31_19_D008_Mac_NeuN_T,HRGC12,1,macula lutea,Chen_rgc
19-D008,Chen_rgc_10x3v31_19_D008_Mac_NeuN_T,HRGC13,1,macula lutea,Chen_rgc
19-D008,Chen_rgc_10x3v31_19_D008_Mac_NeuN_T,HRGC18,1,macula lutea,Chen_rgc
19-D008,Chen_rgc_10x3v31_19_D008_Mac_NeuN_T,HRGC23,1,macula lutea,Chen_rgc
19-D008,Chen_rgc_10x3v31_19_D008_Mac_NeuN_T,HRGC7,26,macula lutea,Chen_rgc
19-D008,Chen_rgc_10x3v31_19_D008_Mac_NeuN_T,HRGC8,5,macula lutea,Chen_rgc
19-D008,Chen_rgc_10x3v31_19_D008_Mac_NeuN_T,HRGC9,2,macula lutea,Chen_rgc
19-D008,Chen_rgc_10x3v31_19_D008_Mac_NeuN_T,MG_OFF,3826,macula lutea,Chen_rgc
19-D008,Chen_rgc_10x3v31_19_D008_Mac_NeuN_T,MG_ON,3076,macula lutea,Chen_rgc
19-D008,Chen_rgc_10x3v31_19_D008_Mac_NeuN_T,PG_OFF,19,macula lutea,Chen_rgc
19-D008,Chen_rgc_10x3v31_19_D008_Mac_NeuN_T,PG_ON,11,macula lutea,Chen_rgc
19-D008,Chen_rgc_10x3v31_19_D008_Mac_NeuN_T,ipRGC,14,macula lutea,Chen_rgc
19-D009,Chen_a_10x3_Lobe_19_D009_NeuN,MG_OFF,35,peripheral region of retina,Chen_a
19-D009,Chen_a_10x3_Lobe_19_D009_NeuN,MG_ON,12,peripheral region of retina,Chen_a
19-D009,Chen_c_10x3_19_D009,MG_OFF,126,macula lutea,Chen_c_GSE247157
19-D009,Chen_c_10x3_19_D009,MG_ON,93,macula lutea,Chen_c_GSE247157
19-D009,Chen_rgc_10x3v31_19_D009_Mac_NeuN_T,HRGC10,3,macula lutea,Chen_rgc
19-D009,Chen_rgc_10x3v31_19_D009_Mac_NeuN_T,HRGC14,1,macula lutea,Chen_rgc
19-D009,Chen_rgc_10x3v31_19_D009_Mac_NeuN_T,HRGC15,1,macula lutea,Chen_rgc
19-D009,Chen_rgc_10x3v31_19_D009_Mac_NeuN_T,HRGC18,1,macula lutea,Chen_rgc
19-D009,Chen_rgc_10x3v31_19_D009_Mac_NeuN_T,HRGC20,1,macula lutea,Chen_rgc
19-D009,Chen_rgc_10x3v31_19_D009_Mac_NeuN_T,HRGC21,1,macula lutea,Chen_rgc
19-D009,Chen_rgc_10x3v31_19_D009_Mac_NeuN_T,HRGC22,1,macula lutea,Chen_rgc
19-D009,Chen_rgc_10x3v31_19_D009_Mac_NeuN_T,HRGC23,1,macula lutea,Chen_rgc
19-D009,Chen_rgc_10x3v31_19_D009_Mac_NeuN_T,HRGC7,40,macula lutea,Chen_rgc
19-D009,Chen_rgc_10x3v31_19_D009_Mac_NeuN_T,HRGC8,21,macula lutea,Chen_rgc
19-D009,Chen_rgc_10x3v31_19_D009_Mac_NeuN_T,MG_OFF,3722,macula lutea,Chen_rgc
19-D009,Chen_rgc_10x3v31_19_D009_Mac_NeuN_T,MG_ON,2615,macula lutea,Chen_rgc
19-D009,Chen_rgc_10x3v31_19_D009_Mac_NeuN_T,PG_OFF,25,macula lutea,Chen_rgc
19-D009,Chen_rgc_10x3v31_19_D009_Mac_NeuN_T,PG_ON,15,macula lutea,Chen_rgc
19-D009,Chen_rgc_10x3v31_19_D009_Mac_NeuN_T,ipRGC,15,macula lutea,Chen_rgc
A23_5566_Atlanta,A23_5566_RNA_fovea,MG_OFF,219,fovea centralis,Chen_ancestry
A23_5566_Atlanta,A23_5566_RNA_fovea,MG_ON,187,fovea centralis,Chen_ancestry
BCM_22_0047,BCM_22_0047_RNA_macular,MG_OFF,86,macula lutea,Chen_ancestry
BCM_22_0047,BCM_22_0047_RNA_macular,MG_ON,35,macula lutea,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_fovea,DS_ON,3,fovea centralis,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_fovea,HRGC10,5,fovea centralis,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_fovea,HRGC11,1,fovea centralis,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_fovea,HRGC12,2,fovea centralis,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_fovea,HRGC14,1,fovea centralis,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_fovea,HRGC16,4,fovea centralis,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_fovea,HRGC18,1,fovea centralis,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_fovea,HRGC20,1,fovea centralis,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_fovea,HRGC7,19,fovea centralis,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_fovea,HRGC8,6,fovea centralis,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_fovea,HRGC9,6,fovea centralis,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_fovea,MG_OFF,565,fovea centralis,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_fovea,MG_ON,442,fovea centralis,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_fovea,PG_OFF,22,fovea centralis,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_fovea,PG_ON,10,fovea centralis,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_fovea,ipRGC,23,fovea centralis,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_lobe_NeuN,HRGC11,13,peripheral region of retina,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_lobe_NeuN,HRGC14,1,peripheral region of retina,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_lobe_NeuN,HRGC7,3,peripheral region of retina,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_lobe_NeuN,HRGC9,1,peripheral region of retina,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_lobe_NeuN,MG_OFF,772,peripheral region of retina,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_lobe_NeuN,MG_ON,133,peripheral region of retina,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_lobe_NeuN,PG_ON,1,peripheral region of retina,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_lobe_NeuN,ipRGC,2,peripheral region of retina,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_lobe_s1,MG_OFF,1,peripheral region of retina,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_lobe_s3,MG_OFF,52,peripheral region of retina,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_lobe_s3,MG_ON,6,peripheral region of retina,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_macular,MG_OFF,245,macula lutea,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_macular,MG_ON,105,macula lutea,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_macular_NeuN,DS_ON,7,macula lutea,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_macular_NeuN,HRGC10,35,macula lutea,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_macular_NeuN,HRGC11,1,macula lutea,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_macular_NeuN,HRGC12,29,macula lutea,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_macular_NeuN,HRGC14,32,macula lutea,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_macular_NeuN,HRGC15,13,macula lutea,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_macular_NeuN,HRGC16,37,macula lutea,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_macular_NeuN,HRGC17,9,macula lutea,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_macular_NeuN,HRGC18,1,macula lutea,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_macular_NeuN,HRGC19,2,macula lutea,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_macular_NeuN,HRGC20,4,macula lutea,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_macular_NeuN,HRGC21,2,macula lutea,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_macular_NeuN,HRGC22,3,macula lutea,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_macular_NeuN,HRGC23,3,macula lutea,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_macular_NeuN,HRGC7,87,macula lutea,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_macular_NeuN,HRGC8,11,macula lutea,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_macular_NeuN,HRGC9,29,macula lutea,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_macular_NeuN,MG_OFF,4175,macula lutea,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_macular_NeuN,MG_ON,1899,macula lutea,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_macular_NeuN,PG_OFF,54,macula lutea,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_macular_NeuN,PG_ON,143,macula lutea,Chen_ancestry
BCM_22_0183,BCM_22_0183_RNA_macular_NeuN,ipRGC,11,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_NeuN,DS_ON,2,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_NeuN,HRGC10,13,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_NeuN,HRGC11,1,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_NeuN,HRGC12,10,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_NeuN,HRGC13,75,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_NeuN,HRGC14,7,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_NeuN,HRGC15,15,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_NeuN,HRGC16,5,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_NeuN,HRGC17,3,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_NeuN,HRGC18,2,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_NeuN,HRGC20,1,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_NeuN,HRGC21,1,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_NeuN,HRGC22,1,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_NeuN,HRGC23,2,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_NeuN,HRGC24,5,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_NeuN,HRGC7,36,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_NeuN,HRGC8,2,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_NeuN,HRGC9,17,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_NeuN,MG_OFF,1003,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_NeuN,MG_ON,424,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_NeuN,PG_OFF,118,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_NeuN,PG_ON,68,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_NeuN,ipRGC,7,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_s1,MG_ON,1,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_s2,HRGC10,1,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_s2,HRGC11,23,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_s2,HRGC13,18,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_s2,HRGC16,9,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_s2,HRGC20,3,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_s2,HRGC23,1,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_s2,HRGC24,5,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_s2,HRGC7,3,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_s2,HRGC8,5,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_s2,MG_OFF,613,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_s2,MG_ON,279,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_s2,PG_OFF,31,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_s2,PG_ON,18,macula lutea,Chen_ancestry
BCM_22_0200,BCM_22_0200_RNA_macular_s2,ipRGC,11,macula lutea,Chen_ancestry
BCM_22_0389,BCM_22_0389_RNA_fovea,HRGC10,1,fovea centralis,Chen_ancestry
BCM_22_0389,BCM_22_0389_RNA_fovea,HRGC16,25,fovea centralis,Chen_ancestry
BCM_22_0389,BCM_22_0389_RNA_fovea,HRGC7,6,fovea centralis,Chen_ancestry
BCM_22_0389,BCM_22_0389_RNA_fovea,HRGC9,2,fovea centralis,Chen_ancestry
BCM_22_0389,BCM_22_0389_RNA_fovea,MG_OFF,2,fovea centralis,Chen_ancestry
BCM_22_0389,BCM_22_0389_RNA_fovea,MG_ON,2,fovea centralis,Chen_ancestry
BCM_22_0389,BCM_22_0389_RNA_fovea,PG_OFF,18,fovea centralis,Chen_ancestry
BCM_22_0389,BCM_22_0389_RNA_fovea,PG_ON,3,fovea centralis,Chen_ancestry
BCM_22_0389,BCM_22_0389_RNA_lobe,MG_OFF,27,peripheral region of retina,Chen_ancestry
BCM_22_0389,BCM_22_0389_RNA_lobe,MG_ON,7,peripheral region of retina,Chen_ancestry
BCM_22_0389,BCM_22_0389_RNA_lobe_NeuN,HRGC11,70,peripheral region of retina,Chen_ancestry
BCM_22_0389,BCM_22_0389_RNA_lobe_NeuN,HRGC7,2,peripheral region of retina,Chen_ancestry
BCM_22_0389,BCM_22_0389_RNA_lobe_NeuN,HRGC8,2,peripheral region of retina,Chen_ancestry
BCM_22_0389,BCM_22_0389_RNA_lobe_NeuN,MG_OFF,427,peripheral region of retina,Chen_ancestry
BCM_22_0389,BCM_22_0389_RNA_lobe_NeuN,MG_ON,177,peripheral region of retina,Chen_ancestry
BCM_22_0395,BCM_22_0395_RNA_macular,MG_OFF,82,macula lutea,Chen_ancestry
BCM_22_0395,BCM_22_0395_RNA_macular,MG_ON,49,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_fovea,HRGC10,1,fovea centralis,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_fovea,HRGC11,2,fovea centralis,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_fovea,HRGC13,16,fovea centralis,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_fovea,HRGC20,6,fovea centralis,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_fovea,HRGC24,10,fovea centralis,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_fovea,HRGC7,26,fovea centralis,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_fovea,HRGC8,16,fovea centralis,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_fovea,MG_OFF,448,fovea centralis,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_fovea,MG_ON,107,fovea centralis,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_fovea,PG_OFF,21,fovea centralis,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_fovea,PG_ON,8,fovea centralis,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_fovea,ipRGC,23,fovea centralis,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular,HRGC11,21,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular,HRGC12,2,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular,HRGC19,1,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular,HRGC20,1,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular,HRGC7,8,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular,MG_OFF,202,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular,MG_ON,52,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular,PG_OFF,3,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular,PG_ON,4,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular_NeuN,DS_ON,22,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular_NeuN,HRGC10,38,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular_NeuN,HRGC11,15,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular_NeuN,HRGC12,36,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular_NeuN,HRGC13,25,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular_NeuN,HRGC14,3,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular_NeuN,HRGC15,22,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular_NeuN,HRGC16,26,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular_NeuN,HRGC17,14,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular_NeuN,HRGC18,5,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular_NeuN,HRGC19,1,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular_NeuN,HRGC20,1,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular_NeuN,HRGC21,11,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular_NeuN,HRGC22,10,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular_NeuN,HRGC23,6,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular_NeuN,HRGC24,32,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular_NeuN,HRGC7,234,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular_NeuN,HRGC8,12,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular_NeuN,HRGC9,44,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular_NeuN,MG_OFF,4750,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular_NeuN,MG_ON,1358,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular_NeuN,PG_OFF,184,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular_NeuN,PG_ON,288,macula lutea,Chen_ancestry
BCM_22_0434,BCM_22_0434_RNA_macular_NeuN,ipRGC,9,macula lutea,Chen_ancestry
BCM_22_0458,BCM_22_0458_RNA_fovea,MG_OFF,10,fovea centralis,Chen_ancestry
BCM_22_0458,BCM_22_0458_RNA_fovea,MG_ON,3,fovea centralis,Chen_ancestry
BCM_22_0458,BCM_22_0458_RNA_macular_NeuN,MG_OFF,83,macula lutea,Chen_ancestry
BCM_22_0458,BCM_22_0458_RNA_macular_NeuN,MG_ON,4,macula lutea,Chen_ancestry
BCM_22_0500,BCM_22_0500_RNA_fovea,MG_OFF,778,fovea centralis,Chen_ancestry
BCM_22_0500,BCM_22_0500_RNA_fovea,MG_ON,733,fovea centralis,Chen_ancestry
BCM_22_0769,BCM_22_0769_RNA_fovea,MG_OFF,13,fovea centralis,Chen_ancestry
BCM_22_0769,BCM_22_0769_RNA_fovea,MG_ON,7,fovea centralis,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular,HRGC11,15,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular,HRGC12,2,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular,HRGC13,8,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular,HRGC14,6,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular,HRGC15,2,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular,HRGC17,2,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular,HRGC19,1,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular,HRGC20,4,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular,HRGC22,1,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular,HRGC23,1,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular,HRGC24,8,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular,HRGC7,27,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular,HRGC8,10,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular,HRGC9,3,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular,MG_OFF,885,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular,MG_ON,706,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular,PG_OFF,23,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular,PG_ON,38,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular,ipRGC,10,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular_NeuN,DS_ON,3,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular_NeuN,HRGC10,18,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular_NeuN,HRGC11,55,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular_NeuN,HRGC12,54,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular_NeuN,HRGC13,187,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular_NeuN,HRGC14,20,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular_NeuN,HRGC15,37,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular_NeuN,HRGC16,12,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular_NeuN,HRGC17,32,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular_NeuN,HRGC18,7,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular_NeuN,HRGC20,6,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular_NeuN,HRGC22,3,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular_NeuN,HRGC23,1,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular_NeuN,HRGC24,23,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular_NeuN,HRGC7,498,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular_NeuN,HRGC8,19,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular_NeuN,HRGC9,63,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular_NeuN,MG_OFF,2796,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular_NeuN,MG_ON,2387,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular_NeuN,PG_OFF,546,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular_NeuN,PG_ON,298,macula lutea,Chen_ancestry
BCM_22_0784,BCM_22_0784_RNA_macular_NeuN,ipRGC,1,macula lutea,Chen_ancestry
BCM_22_0849,BCM_22_0849_RNA_fovea,MG_OFF,110,fovea centralis,Chen_ancestry
BCM_22_0849,BCM_22_0849_RNA_fovea,MG_ON,357,fovea centralis,Chen_ancestry
BCM_22_0867,BCM_22_0867_RNA_fovea,HRGC20,1,fovea centralis,Chen_ancestry
BCM_22_0867,BCM_22_0867_RNA_fovea,HRGC7,9,fovea centralis,Chen_ancestry
BCM_22_0867,BCM_22_0867_RNA_fovea,HRGC8,4,fovea centralis,Chen_ancestry
BCM_22_0867,BCM_22_0867_RNA_fovea,MG_OFF,681,fovea centralis,Chen_ancestry
BCM_22_0867,BCM_22_0867_RNA_fovea,MG_ON,563,fovea centralis,Chen_ancestry
BCM_22_0867,BCM_22_0867_RNA_fovea,PG_OFF,1,fovea centralis,Chen_ancestry
BCM_22_0890,BCM_22_0890_RNA_fovea,MG_OFF,1006,fovea centralis,Chen_ancestry
BCM_22_0890,BCM_22_0890_RNA_fovea,MG_ON,869,fovea centralis,Chen_ancestry
BCM_22_0896,BCM_22_0896_RNA_fovea,MG_OFF,643,fovea centralis,Chen_ancestry
